Ticker,month,open_date,open_price,close_date,close_price,monthly_return
ADANIENT,Nov-2023,2023-11-01,2217.3,2023-11-30,2358.55,6.37
ADANIENT,Dec-2023,2023-12-01,2362.7,2023-12-29,2848.95,20.58
ADANIENT,Jan-2024,2024-01-01,2917.2,2024-01-31,3142.0,7.71
ADANIENT,Feb-2024,2024-02-01,3153.5,2024-02-29,3285.4,4.18
ADANIENT,Mar-2024,2024-03-01,3318.75,2024-03-28,3197.1,-3.67
ADANIENT,Apr-2024,2024-04-01,3252.1,2024-04-30,3054.7,-6.07
ADANIENT,May-2024,2024-05-02,3039.6,2024-05-31,3411.35,12.23
ADANIENT,Jun-2024,2024-06-03,3645.25,2024-06-28,3177.15,-12.84
ADANIENT,Jul-2024,2024-07-01,3183.8,2024-07-31,3169.4,-0.45
ADANIENT,Aug-2024,2024-08-01,3217.25,2024-08-30,3019.35,-6.15
ADANIENT,Sep-2024,2024-09-02,3042.15,2024-09-30,3135.85,3.08
ADANIENT,Oct-2024,2024-10-01,3186.1,2024-10-31,2947.25,-7.5
ADANIPORTS,Nov-2023,2023-11-01,769.1,2023-11-30,825.5,7.33
ADANIPORTS,Dec-2023,2023-12-01,827.8,2023-12-29,1024.35,23.74
ADANIPORTS,Jan-2024,2024-01-01,1047.85,2024-01-31,1207.65,15.25
ADANIPORTS,Feb-2024,2024-02-01,1218.85,2024-02-29,1320.5,8.34
ADANIPORTS,Mar-2024,2024-03-01,1322.1,2024-03-28,1341.85,1.49
ADANIPORTS,Apr-2024,2024-04-01,1375.9,2024-04-30,1324.9,-3.71
ADANIPORTS,May-2024,2024-05-02,1338.8,2024-05-31,1437.4,7.36
ADANIPORTS,Jun-2024,2024-06-03,1583.95,2024-06-28,1478.1,-6.68
ADANIPORTS,Jul-2024,2024-07-01,1474.5,2024-07-31,1569.9,6.47
ADANIPORTS,Aug-2024,2024-08-01,1590.15,2024-08-30,1481.9,-6.81
ADANIPORTS,Sep-2024,2024-09-02,1494.5,2024-09-30,1448.2,-3.1
ADANIPORTS,Oct-2024,2024-10-01,1467.5,2024-10-31,1375.95,-6.24
APOLLOHOSP,Nov-2023,2023-11-01,4796.55,2023-11-30,5528.95,15.27
APOLLOHOSP,Dec-2023,2023-12-01,5591.15,2023-12-29,5704.1,2.02
APOLLOHOSP,Jan-2024,2024-01-01,5750.05,2024-01-31,6352.95,10.49
APOLLOHOSP,Feb-2024,2024-02-01,6287.95,2024-02-29,6101.6,-2.96
APOLLOHOSP,Mar-2024,2024-03-01,6085.4,2024-03-28,6356.8,4.46
APOLLOHOSP,Apr-2024,2024-04-01,6457.25,2024-04-30,5947.1,-7.9
APOLLOHOSP,May-2024,2024-05-02,5958.55,2024-05-31,5839.2,-2.0
APOLLOHOSP,Jun-2024,2024-06-03,5851.2,2024-06-28,6185.7,5.72
APOLLOHOSP,Jul-2024,2024-07-01,6140.5,2024-07-31,6615.3,7.73
APOLLOHOSP,Aug-2024,2024-08-01,6706.4,2024-08-30,6927.5,3.3
APOLLOHOSP,Sep-2024,2024-09-02,6880.05,2024-09-30,7199.15,4.64
APOLLOHOSP,Oct-2024,2024-10-01,7153.35,2024-10-31,7022.7,-1.83
ASIANPAINT,Nov-2023,2023-11-01,2934.55,2023-11-30,3119.9,6.32
ASIANPAINT,Dec-2023,2023-12-01,3173.4,2023-12-29,3402.4,7.22
ASIANPAINT,Jan-2024,2024-01-01,3396.1,2024-01-31,2957.85,-12.9
ASIANPAINT,Feb-2024,2024-02-01,2929.35,2024-02-29,2821.9,-3.67
ASIANPAINT,Mar-2024,2024-03-01,2831.75,2024-03-28,2846.75,0.53
ASIANPAINT,Apr-2024,2024-04-01,2871.0,2024-04-30,2875.9,0.17
ASIANPAINT,May-2024,2024-05-02,2975.4,2024-05-31,2881.2,-3.17
ASIANPAINT,Jun-2024,2024-06-03,2866.45,2024-06-28,2917.05,1.77
ASIANPAINT,Jul-2024,2024-07-01,2927.8,2024-07-31,3084.45,5.35
ASIANPAINT,Aug-2024,2024-08-01,3099.35,2024-08-30,3126.8,0.89
ASIANPAINT,Sep-2024,2024-09-02,3150.95,2024-09-30,3329.1,5.65
ASIANPAINT,Oct-2024,2024-10-01,3277.35,2024-10-31,2935.65,-10.43
AXISBANK,Nov-2023,2023-11-01,971.8,2023-11-30,1074.25,10.54
AXISBANK,Dec-2023,2023-12-01,1104.65,2023-12-29,1102.3,-0.21
AXISBANK,Jan-2024,2024-01-01,1097.7,2024-01-31,1067.75,-2.73
AXISBANK,Feb-2024,2024-02-01,1084.25,2024-02-29,1075.1,-0.84
AXISBANK,Mar-2024,2024-03-01,1099.25,2024-03-28,1047.2,-4.74
AXISBANK,Apr-2024,2024-04-01,1053.1,2024-04-30,1165.9,10.71
AXISBANK,May-2024,2024-05-02,1149.85,2024-05-31,1162.15,1.07
AXISBANK,Jun-2024,2024-06-03,1223.9,2024-06-28,1265.25,3.38
AXISBANK,Jul-2024,2024-07-01,1261.9,2024-07-31,1166.1,-7.59
AXISBANK,Aug-2024,2024-08-01,1172.3,2024-08-30,1175.25,0.25
AXISBANK,Sep-2024,2024-09-02,1188.8,2024-09-30,1232.2,3.65
AXISBANK,Oct-2024,2024-10-01,1226.65,2024-10-31,1159.55,-5.47
BAJAJ-AUTO,Nov-2023,2023-11-01,5344.35,2023-11-30,6090.55,13.96
BAJAJ-AUTO,Dec-2023,2023-12-01,6046.05,2023-12-29,6797.25,12.42
BAJAJ-AUTO,Jan-2024,2024-01-01,6701.1,2024-01-31,7667.55,14.42
BAJAJ-AUTO,Feb-2024,2024-02-01,7655.75,2024-02-29,7909.35,3.31
BAJAJ-AUTO,Mar-2024,2024-03-01,8040.05,2024-03-28,9148.15,13.78
BAJAJ-AUTO,Apr-2024,2024-04-01,9042.15,2024-04-30,8903.65,-1.53
BAJAJ-AUTO,May-2024,2024-05-02,9110.65,2024-05-31,9084.75,-0.28
BAJAJ-AUTO,Jun-2024,2024-06-03,9335.45,2024-06-28,9501.65,1.78
BAJAJ-AUTO,Jul-2024,2024-07-01,9532.4,2024-07-31,9664.2,1.38
BAJAJ-AUTO,Aug-2024,2024-08-01,9730.5,2024-08-30,10891.55,11.93
BAJAJ-AUTO,Sep-2024,2024-09-02,11126.1,2024-09-30,12345.95,10.96
BAJAJ-AUTO,Oct-2024,2024-10-01,12157.45,2024-10-31,9836.3,-19.09
BAJAJFINSV,Nov-2023,2023-11-01,1572.85,2023-11-30,1673.5,6.4
BAJAJFINSV,Dec-2023,2023-12-01,1685.95,2023-12-29,1685.8,-0.01
BAJAJFINSV,Jan-2024,2024-01-01,1676.4,2024-01-31,1627.3,-2.93
BAJAJFINSV,Feb-2024,2024-02-01,1622.25,2024-02-29,1593.8,-1.75
BAJAJFINSV,Mar-2024,2024-03-01,1613.4,2024-03-28,1643.85,1.89
BAJAJFINSV,Apr-2024,2024-04-01,1646.0,2024-04-30,1615.0,-1.88
BAJAJFINSV,May-2024,2024-05-02,1615.45,2024-05-31,1528.6,-5.38
BAJAJFINSV,Jun-2024,2024-06-03,1575.8,2024-06-28,1588.15,0.78
BAJAJFINSV,Jul-2024,2024-07-01,1580.2,2024-07-31,1651.65,4.52
BAJAJFINSV,Aug-2024,2024-08-01,1634.8,2024-08-30,1783.05,9.07
BAJAJFINSV,Sep-2024,2024-09-02,1840.55,2024-09-30,1973.4,7.22
BAJAJFINSV,Oct-2024,2024-10-01,1975.25,2024-10-31,1750.75,-11.37
BAJFINANCE,Nov-2023,2023-11-01,7471.9,2023-11-30,7121.9,-4.68
BAJFINANCE,Dec-2023,2023-12-01,7259.35,2023-12-29,7327.75,0.94
BAJFINANCE,Jan-2024,2024-01-01,7299.05,2024-01-31,6862.9,-5.98
BAJFINANCE,Feb-2024,2024-02-01,6743.3,2024-02-29,6495.35,-3.68
BAJFINANCE,Mar-2024,2024-03-01,6571.45,2024-03-28,7245.25,10.25
BAJFINANCE,Apr-2024,2024-04-01,7250.95,2024-04-30,6923.55,-4.52
BAJFINANCE,May-2024,2024-05-02,6882.7,2024-05-31,6697.7,-2.69
BAJFINANCE,Jun-2024,2024-06-03,6915.55,2024-06-28,7115.55,2.89
BAJFINANCE,Jul-2024,2024-07-01,7276.75,2024-07-31,6806.95,-6.46
BAJFINANCE,Aug-2024,2024-08-01,6771.65,2024-08-30,7200.15,6.33
BAJFINANCE,Sep-2024,2024-09-02,7440.05,2024-09-30,7703.0,3.53
BAJFINANCE,Oct-2024,2024-10-01,7703.0,2024-10-31,6889.75,-10.56
BEL,Nov-2023,2023-11-01,132.4,2023-11-30,145.9,10.2
BEL,Dec-2023,2023-12-01,147.45,2023-12-29,184.2,24.92
BEL,Jan-2024,2024-01-01,184.95,2024-01-31,185.9,0.51
BEL,Feb-2024,2024-02-01,183.4,2024-02-29,205.1,11.83
BEL,Mar-2024,2024-03-01,205.6,2024-03-28,201.5,-1.99
BEL,Apr-2024,2024-04-01,211.1,2024-04-30,233.75,10.73
BEL,May-2024,2024-05-02,234.75,2024-05-31,295.95,26.07
BEL,Jun-2024,2024-06-03,318.65,2024-06-28,305.9,-4.0
BEL,Jul-2024,2024-07-01,307.65,2024-07-31,316.05,2.73
BEL,Aug-2024,2024-08-01,311.15,2024-08-30,299.3,-3.81
BEL,Sep-2024,2024-09-02,296.9,2024-09-30,285.1,-3.97
BEL,Oct-2024,2024-10-01,283.95,2024-10-31,284.9,0.33
BHARTIARTL,Nov-2023,2023-11-01,913.45,2023-11-30,1014.7,11.08
BHARTIARTL,Dec-2023,2023-12-01,1014.7,2023-12-29,1032.2,1.72
BHARTIARTL,Jan-2024,2024-01-01,1013.05,2024-01-31,1170.7,15.56
BHARTIARTL,Feb-2024,2024-02-01,1151.2,2024-02-29,1123.35,-2.42
BHARTIARTL,Mar-2024,2024-03-01,1128.7,2024-03-28,1228.6,8.85
BHARTIARTL,Apr-2024,2024-04-01,1217.35,2024-04-30,1322.3,8.62
BHARTIARTL,May-2024,2024-05-02,1304.05,2024-05-31,1372.75,5.27
BHARTIARTL,Jun-2024,2024-06-03,1391.1,2024-06-28,1444.05,3.81
BHARTIARTL,Jul-2024,2024-07-01,1454.0,2024-07-31,1491.55,2.58
BHARTIARTL,Aug-2024,2024-08-01,1505.5,2024-08-30,1589.05,5.55
BHARTIARTL,Sep-2024,2024-09-02,1571.35,2024-09-30,1709.55,8.79
BHARTIARTL,Oct-2024,2024-10-01,1698.7,2024-10-31,1612.6,-5.07
BPCL,Nov-2023,2023-11-01,178.45,2023-11-30,217.85,22.08
BPCL,Dec-2023,2023-12-01,219.0,2023-12-29,225.33,2.89
BPCL,Jan-2024,2024-01-01,226.03,2024-01-31,251.18,11.13
BPCL,Feb-2024,2024-02-01,254.23,2024-02-29,301.93,18.76
BPCL,Mar-2024,2024-03-01,311.65,2024-03-28,301.2,-3.35
BPCL,Apr-2024,2024-04-01,300.35,2024-04-30,303.68,1.11
BPCL,May-2024,2024-05-02,317.33,2024-05-31,313.9,-1.08
BPCL,Jun-2024,2024-06-03,333.08,2024-06-28,303.95,-8.75
BPCL,Jul-2024,2024-07-01,304.55,2024-07-31,350.05,14.94
BPCL,Aug-2024,2024-08-01,349.1,2024-08-30,357.65,2.45
BPCL,Sep-2024,2024-09-02,358.45,2024-09-30,369.95,3.21
BPCL,Oct-2024,2024-10-01,368.25,2024-10-31,310.75,-15.61
BRITANNIA,Nov-2023,2023-11-01,4397.3,2023-11-30,4852.65,10.36
BRITANNIA,Dec-2023,2023-12-01,4970.75,2023-12-29,5338.45,7.4
BRITANNIA,Jan-2024,2024-01-01,5319.8,2024-01-31,5198.4,-2.28
BRITANNIA,Feb-2024,2024-02-01,5148.6,2024-02-29,4965.2,-3.56
BRITANNIA,Mar-2024,2024-03-01,4927.7,2024-03-28,4911.25,-0.33
BRITANNIA,Apr-2024,2024-04-01,4895.2,2024-04-30,4775.95,-2.44
BRITANNIA,May-2024,2024-05-02,4759.65,2024-05-31,5179.8,8.83
BRITANNIA,Jun-2024,2024-06-03,5167.8,2024-06-28,5475.55,5.96
BRITANNIA,Jul-2024,2024-07-01,5476.5,2024-07-31,5784.45,5.62
BRITANNIA,Aug-2024,2024-08-01,5730.15,2024-08-30,5855.25,2.18
BRITANNIA,Sep-2024,2024-09-02,5922.15,2024-09-30,6338.15,7.02
BRITANNIA,Oct-2024,2024-10-01,6446.05,2024-10-31,5726.9,-11.16
CIPLA,Nov-2023,2023-11-01,1201.25,2023-11-30,1212.3,0.92
CIPLA,Dec-2023,2023-12-01,1205.7,2023-12-29,1246.3,3.37
CIPLA,Jan-2024,2024-01-01,1251.0,2024-01-31,1351.0,7.99
CIPLA,Feb-2024,2024-02-01,1387.65,2024-02-29,1480.35,6.68
CIPLA,Mar-2024,2024-03-01,1470.9,2024-03-28,1496.95,1.77
CIPLA,Apr-2024,2024-04-01,1498.65,2024-04-30,1400.0,-6.58
CIPLA,May-2024,2024-05-02,1420.05,2024-05-31,1447.2,1.91
CIPLA,Jun-2024,2024-06-03,1452.35,2024-06-28,1480.8,1.96
CIPLA,Jul-2024,2024-07-01,1479.1,2024-07-31,1544.3,4.41
CIPLA,Aug-2024,2024-08-01,1546.2,2024-08-30,1654.9,7.03
CIPLA,Sep-2024,2024-09-02,1646.65,2024-09-30,1654.1,0.45
CIPLA,Oct-2024,2024-10-01,1664.85,2024-10-31,1551.75,-6.79
COALINDIA,Nov-2023,2023-11-01,306.65,2023-11-30,342.15,11.58
COALINDIA,Dec-2023,2023-12-01,346.65,2023-12-29,376.0,8.47
COALINDIA,Jan-2024,2024-01-01,381.8,2024-01-31,406.15,6.38
COALINDIA,Feb-2024,2024-02-01,406.7,2024-02-29,436.7,7.38
COALINDIA,Mar-2024,2024-03-01,446.35,2024-03-28,434.1,-2.74
COALINDIA,Apr-2024,2024-04-01,442.05,2024-04-30,454.3,2.77
COALINDIA,May-2024,2024-05-02,453.9,2024-05-31,491.2,8.22
COALINDIA,Jun-2024,2024-06-03,512.35,2024-06-28,473.15,-7.65
COALINDIA,Jul-2024,2024-07-01,474.8,2024-07-31,522.2,9.98
COALINDIA,Aug-2024,2024-08-01,540.4,2024-08-30,524.95,-2.86
COALINDIA,Sep-2024,2024-09-02,520.85,2024-09-30,510.15,-2.05
COALINDIA,Oct-2024,2024-10-01,508.5,2024-10-31,452.05,-11.1
DRREDDY,Nov-2023,2023-11-01,1069.29,2023-11-30,1157.63,8.26
DRREDDY,Dec-2023,2023-12-01,1149.88,2023-12-29,1159.58,0.84
DRREDDY,Jan-2024,2024-01-01,1164.33,2024-01-31,1224.23,5.14
DRREDDY,Feb-2024,2024-02-01,1198.63,2024-02-29,1284.85,7.19
DRREDDY,Mar-2024,2024-03-01,1238.71,2024-03-28,1231.58,-0.58
DRREDDY,Apr-2024,2024-04-01,1250.07,2024-04-30,1240.86,-0.74
DRREDDY,May-2024,2024-05-02,1257.5,2024-05-31,1158.37,-7.88
DRREDDY,Jun-2024,2024-06-03,1156.66,2024-06-28,1280.47,10.7
DRREDDY,Jul-2024,2024-07-01,1270.74,2024-07-31,1350.1,6.25
DRREDDY,Aug-2024,2024-08-01,1377.59,2024-08-30,1406.27,2.08
DRREDDY,Sep-2024,2024-09-02,1374.43,2024-09-30,1350.32,-1.75
DRREDDY,Oct-2024,2024-10-01,1349.82,2024-10-31,1274.2,-5.6
EICHERMOT,Nov-2023,2023-11-01,3282.25,2023-11-30,3896.9,18.73
EICHERMOT,Dec-2023,2023-12-01,3891.2,2023-12-29,4143.5,6.48
EICHERMOT,Jan-2024,2024-01-01,4038.35,2024-01-31,3839.6,-4.92
EICHERMOT,Feb-2024,2024-02-01,3933.2,2024-02-29,3792.4,-3.58
EICHERMOT,Mar-2024,2024-03-01,3843.55,2024-03-28,4019.3,4.57
EICHERMOT,Apr-2024,2024-04-01,3946.65,2024-04-30,4597.4,16.49
EICHERMOT,May-2024,2024-05-02,4602.4,2024-05-31,4733.45,2.85
EICHERMOT,Jun-2024,2024-06-03,4670.85,2024-06-28,4672.95,0.04
EICHERMOT,Jul-2024,2024-07-01,4635.55,2024-07-31,4962.7,7.06
EICHERMOT,Aug-2024,2024-08-01,4968.8,2024-08-30,4960.5,-0.17
EICHERMOT,Sep-2024,2024-09-02,4911.95,2024-09-30,5026.25,2.33
EICHERMOT,Oct-2024,2024-10-01,4972.65,2024-10-31,4894.65,-1.57
GRASIM,Nov-2023,2023-11-01,1861.15,2023-11-30,1997.51,7.33
GRASIM,Dec-2023,2023-12-01,2008.07,2023-12-29,2126.35,5.89
GRASIM,Jan-2024,2024-01-01,2118.88,2024-01-31,2175.0,2.65
GRASIM,Feb-2024,2024-02-01,2128.6,2024-02-29,2191.4,2.95
GRASIM,Mar-2024,2024-03-01,2254.9,2024-03-28,2287.3,1.44
GRASIM,Apr-2024,2024-04-01,2292.55,2024-04-30,2411.65,5.2
GRASIM,May-2024,2024-05-02,2437.35,2024-05-31,2316.25,-4.97
GRASIM,Jun-2024,2024-06-03,2368.8,2024-06-28,2670.45,12.73
GRASIM,Jul-2024,2024-07-01,2726.4,2024-07-31,2776.75,1.85
GRASIM,Aug-2024,2024-08-01,2767.0,2024-08-30,2698.85,-2.46
GRASIM,Sep-2024,2024-09-02,2690.8,2024-09-30,2795.55,3.89
GRASIM,Oct-2024,2024-10-01,2801.15,2024-10-31,2695.85,-3.76
HCLTECH,Nov-2023,2023-11-01,1258.95,2023-11-30,1340.9,6.51
HCLTECH,Dec-2023,2023-12-01,1336.7,2023-12-29,1466.1,9.68
HCLTECH,Jan-2024,2024-01-01,1483.75,2024-01-31,1576.0,6.22
HCLTECH,Feb-2024,2024-02-01,1577.4,2024-02-29,1663.85,5.48
HCLTECH,Mar-2024,2024-03-01,1644.1,2024-03-28,1543.55,-6.12
HCLTECH,Apr-2024,2024-04-01,1556.7,2024-04-30,1366.6,-12.21
HCLTECH,May-2024,2024-05-02,1360.7,2024-05-31,1324.1,-2.69
HCLTECH,Jun-2024,2024-06-03,1314.45,2024-06-28,1459.6,11.04
HCLTECH,Jul-2024,2024-07-01,1468.85,2024-07-31,1642.6,11.83
HCLTECH,Aug-2024,2024-08-01,1640.55,2024-08-30,1753.25,6.87
HCLTECH,Sep-2024,2024-09-02,1806.65,2024-09-30,1796.1,-0.58
HCLTECH,Oct-2024,2024-10-01,1816.5,2024-10-31,1766.05,-2.78
HDFCBANK,Nov-2023,2023-11-01,1474.5,2023-11-30,1558.8,5.72
HDFCBANK,Dec-2023,2023-12-01,1555.4,2023-12-29,1709.25,9.89
HDFCBANK,Jan-2024,2024-01-01,1698.1,2024-01-31,1462.55,-13.87
HDFCBANK,Feb-2024,2024-02-01,1466.35,2024-02-29,1403.4,-4.29
HDFCBANK,Mar-2024,2024-03-01,1430.75,2024-03-28,1447.9,1.2
HDFCBANK,Apr-2024,2024-04-01,1470.5,2024-04-30,1520.1,3.37
HDFCBANK,May-2024,2024-05-02,1532.25,2024-05-31,1531.55,-0.05
HDFCBANK,Jun-2024,2024-06-03,1572.2,2024-06-28,1683.8,7.1
HDFCBANK,Jul-2024,2024-07-01,1705.2,2024-07-31,1615.75,-5.25
HDFCBANK,Aug-2024,2024-08-01,1638.8,2024-08-30,1636.9,-0.12
HDFCBANK,Sep-2024,2024-09-02,1626.95,2024-09-30,1732.05,6.46
HDFCBANK,Oct-2024,2024-10-01,1726.2,2024-10-31,1735.7,0.55
HDFCLIFE,Nov-2023,2023-11-01,620.05,2023-11-30,690.75,11.4
HDFCLIFE,Dec-2023,2023-12-01,682.15,2023-12-29,646.7,-5.2
HDFCLIFE,Jan-2024,2024-01-01,648.7,2024-01-31,576.6,-11.11
HDFCLIFE,Feb-2024,2024-02-01,587.1,2024-02-29,582.0,-0.87
HDFCLIFE,Mar-2024,2024-03-01,589.95,2024-03-28,633.35,7.36
HDFCLIFE,Apr-2024,2024-04-01,634.75,2024-04-30,583.65,-8.05
HDFCLIFE,May-2024,2024-05-02,576.35,2024-05-31,549.85,-4.6
HDFCLIFE,Jun-2024,2024-06-03,550.1,2024-06-28,595.05,8.17
HDFCLIFE,Jul-2024,2024-07-01,600.75,2024-07-31,715.5,19.1
HDFCLIFE,Aug-2024,2024-08-01,713.6,2024-08-30,738.7,3.52
HDFCLIFE,Sep-2024,2024-09-02,745.3,2024-09-30,718.0,-3.66
HDFCLIFE,Oct-2024,2024-10-01,710.2,2024-10-31,720.15,1.4
HEROMOTOCO,Nov-2023,2023-11-01,3092.45,2023-11-30,3819.05,23.5
HEROMOTOCO,Dec-2023,2023-12-01,3760.0,2023-12-29,4139.55,10.09
HEROMOTOCO,Jan-2024,2024-01-01,4118.55,2024-01-31,4621.55,12.21
HEROMOTOCO,Feb-2024,2024-02-01,4586.7,2024-02-29,4426.5,-3.49
HEROMOTOCO,Mar-2024,2024-03-01,4507.1,2024-03-28,4722.3,4.77
HEROMOTOCO,Apr-2024,2024-04-01,4680.75,2024-04-30,4543.05,-2.94
HEROMOTOCO,May-2024,2024-05-02,4561.5,2024-05-31,5119.6,12.24
HEROMOTOCO,Jun-2024,2024-06-03,5160.6,2024-06-28,5579.6,8.12
HEROMOTOCO,Jul-2024,2024-07-01,5603.1,2024-07-31,5488.45,-2.05
HEROMOTOCO,Aug-2024,2024-08-01,5371.85,2024-08-30,5455.4,1.56
HEROMOTOCO,Sep-2024,2024-09-02,5578.2,2024-09-30,5712.4,2.41
HEROMOTOCO,Oct-2024,2024-10-01,5750.1,2024-10-31,4989.55,-13.23
HINDALCO,Nov-2023,2023-11-01,462.7,2023-11-30,515.65,11.44
HINDALCO,Dec-2023,2023-12-01,517.2,2023-12-29,614.85,18.88
HINDALCO,Jan-2024,2024-01-01,610.4,2024-01-31,579.35,-5.09
HINDALCO,Feb-2024,2024-02-01,571.25,2024-02-29,503.85,-11.8
HINDALCO,Mar-2024,2024-03-01,519.1,2024-03-28,560.25,7.93
HINDALCO,Apr-2024,2024-04-01,568.6,2024-04-30,644.4,13.33
HINDALCO,May-2024,2024-05-02,641.45,2024-05-31,689.35,7.47
HINDALCO,Jun-2024,2024-06-03,695.95,2024-06-28,693.55,-0.34
HINDALCO,Jul-2024,2024-07-01,689.85,2024-07-31,669.6,-2.94
HINDALCO,Aug-2024,2024-08-01,673.5,2024-08-30,701.35,4.14
HINDALCO,Sep-2024,2024-09-02,683.9,2024-09-30,756.2,10.57
HINDALCO,Oct-2024,2024-10-01,761.55,2024-10-31,686.05,-9.91
HINDUNILVR,Nov-2023,2023-11-01,2472.25,2023-11-30,2545.55,2.96
HINDUNILVR,Dec-2023,2023-12-01,2563.65,2023-12-29,2663.95,3.91
HINDUNILVR,Jan-2024,2024-01-01,2654.75,2024-01-31,2481.55,-6.52
HINDUNILVR,Feb-2024,2024-02-01,2473.6,2024-02-29,2412.3,-2.48
HINDUNILVR,Mar-2024,2024-03-01,2409.7,2024-03-28,2264.35,-6.03
HINDUNILVR,Apr-2024,2024-04-01,2285.9,2024-04-30,2230.45,-2.43
HINDUNILVR,May-2024,2024-05-02,2226.3,2024-05-31,2329.05,4.62
HINDUNILVR,Jun-2024,2024-06-03,2355.9,2024-06-28,2473.05,4.97
HINDUNILVR,Jul-2024,2024-07-01,2505.1,2024-07-31,2705.65,8.01
HINDUNILVR,Aug-2024,2024-08-01,2715.55,2024-08-30,2778.0,2.3
HINDUNILVR,Sep-2024,2024-09-02,2789.05,2024-09-30,2958.3,6.07
HINDUNILVR,Oct-2024,2024-10-01,2923.75,2024-10-31,2528.25,-13.53
ICICIBANK,Nov-2023,2023-11-01,914.05,2023-11-30,934.95,2.29
ICICIBANK,Dec-2023,2023-12-01,946.7,2023-12-29,996.6,5.27
ICICIBANK,Jan-2024,2024-01-01,999.4,2024-01-31,1028.15,2.88
ICICIBANK,Feb-2024,2024-02-01,1025.15,2024-02-29,1052.2,2.64
ICICIBANK,Mar-2024,2024-03-01,1086.9,2024-03-28,1093.3,0.59
ICICIBANK,Apr-2024,2024-04-01,1099.65,2024-04-30,1150.4,4.62
ICICIBANK,May-2024,2024-05-02,1139.45,2024-05-31,1121.05,-1.61
ICICIBANK,Jun-2024,2024-06-03,1160.0,2024-06-28,1199.6,3.41
ICICIBANK,Jul-2024,2024-07-01,1211.85,2024-07-31,1214.9,0.25
ICICIBANK,Aug-2024,2024-08-01,1210.1,2024-08-30,1229.2,1.58
ICICIBANK,Sep-2024,2024-09-02,1229.95,2024-09-30,1273.0,3.5
ICICIBANK,Oct-2024,2024-10-01,1274.4,2024-10-31,1292.25,1.4
INDUSINDBK,Nov-2023,2023-11-01,1432.6,2023-11-30,1466.1,2.34
INDUSINDBK,Dec-2023,2023-12-01,1461.05,2023-12-29,1598.95,9.44
INDUSINDBK,Jan-2024,2024-01-01,1598.85,2024-01-31,1534.05,-4.05
INDUSINDBK,Feb-2024,2024-02-01,1541.15,2024-02-29,1474.9,-4.3
INDUSINDBK,Mar-2024,2024-03-01,1526.65,2024-03-28,1553.0,1.73
INDUSINDBK,Apr-2024,2024-04-01,1542.4,2024-04-30,1515.7,-1.73
