,ADANI ENTERPRISES,ADANI PORTS & SEZ,APOLLO HOSPITALS,ASIAN PAINTS,AXIS BANK,BAJAJ AUTO,BAJAJ FINANCE,BAJAJ FINSERV,BHARAT ELECTRONICS,BHARTI AIRTEL,BPCL,BRITANNIA,CIPLA,COAL INDIA,DR. REDDYS LAB,EICHER MOTORS,GRASIM,HCL TECHNOLOGIES,HDFC BANK,HDFC LIFE INSURANCE,HERO MOTOCORP,HINDALCO,HINDUSTAN UNILEVER,ICICI BANK,INDUSIND BANK,INFOSYS,ITC,JSW STEEL,KOTAK MAHINDRA BANK,L&T,M&M,MARUTI SUZUKI,NESTLE,NTPC,ONGC,POWER GRID,RELIANCE IND.,SBI,SBI LIFE INSURANCE,SHRIRAM FINANCE,SUN PHARMA,TATA CONSUMER,TATA MOTORS,TATA STEEL,TCS,TECH MAHINDRA,TITAN,TRENT,ULTRATECH CEMENT,WIPRO
0,2217.3,769.1,4796.55,2934.55,971.8,5344.35,7471.9,1572.85,132.4,913.45,178.45,4397.3,1201.25,306.65,1069.29,3282.25,1861.15,1258.95,1474.5,620.05,3092.45,462.7,2472.25,914.05,1432.6,1354.15,428.1,724.45,1724.4,2895.3,1454.6,10227.8,2387.27,232.6,186.7,200.95,1148.7,566.4,1336.05,1902.25,1116.2,892.06,627.7,116.6,3330.65,1125.1,3173.4,2197.65,8381.45,380.95
1,2215.3,774.3,4887.0,2955.4,982.95,5318.4,7449.1,1575.6,134.75,923.85,180.28,4527.25,1208.5,308.85,1067.7,3338.3,1890.23,1273.4,1476.75,619.3,3052.1,474.2,2486.8,919.95,1461.2,1370.15,431.15,733.35,1737.7,2918.1,1469.7,10303.6,2411.18,235.25,186.2,203.1,1160.1,572.1,1343.5,1954.85,1132.85,900.06,636.45,118.1,3360.1,1115.5,3201.5,2189.85,8459.0,383.65
2,2229.85,795.4,5153.2,2977.85,988.85,5368.95,7411.5,1536.15,135.95,930.75,180.75,4539.55,1206.35,312.0,1052.61,3428.0,1888.69,1266.25,1483.75,622.1,3089.4,475.2,2509.25,933.8,1450.25,1389.05,433.25,746.05,1733.25,2911.25,1469.0,10276.3,2399.91,234.35,190.0,204.4,1159.85,578.15,1329.35,2013.55,1141.1,902.48,647.5,117.3,3350.9,1133.1,3274.5,2196.5,8522.6,383.55
3,2246.0,802.5,5164.95,3029.3,1009.4,5406.85,7562.05,1564.4,137.65,939.2,183.13,4623.6,1204.1,316.55,1067.62,3510.95,1911.1,1269.7,1494.5,621.8,3166.9,481.95,2497.4,945.45,1470.25,1403.3,435.35,754.0,1740.2,2975.45,1488.3,10284.8,2428.96,235.85,193.3,208.2,1169.5,574.35,1331.85,1991.5,1150.0,907.37,646.05,119.4,3380.25,1142.15,3267.05,2233.2,8640.95,384.65
4,2233.35,797.55,5136.85,3033.35,1020.9,5419.0,7495.6,1569.8,138.05,937.15,186.4,4655.2,1216.45,314.25,1080.87,3509.05,1913.94,1273.95,1487.25,622.45,3130.25,484.55,2496.45,948.1,1486.4,1404.3,432.7,748.6,1751.25,2961.3,1479.75,10253.3,2436.95,239.15,193.2,208.0,1161.9,579.75,1340.85,1987.2,1170.95,910.73,645.0,119.65,3370.45,1149.0,3270.2,2424.0,8685.75,383.3
5,2259.95,818.7,5110.95,3095.25,1021.7,5397.6,7459.95,1575.5,140.4,936.75,192.1,4670.6,1241.0,317.4,1090.71,3550.3,1926.19,1267.65,1491.55,618.75,3132.1,488.05,2519.35,935.75,1488.95,1391.0,436.95,756.7,1746.25,2996.45,1487.4,10322.3,2428.16,236.7,195.35,207.0,1167.95,580.3,1345.5,1979.65,1176.7,905.05,642.55,119.05,3381.55,1139.15,3311.85,2452.85,8698.85,382.2
6,2214.65,806.2,5297.6,3080.2,1021.9,5418.9,7386.7,1582.25,137.95,932.35,191.78,4652.1,1238.15,323.55,1091.59,3541.9,1927.34,1267.5,1485.65,621.35,3173.9,484.45,2476.7,937.35,1507.35,1374.8,434.4,750.85,1744.95,3024.85,1552.05,10400.3,2422.68,237.95,192.7,209.8,1155.28,578.35,1350.7,1943.4,1176.2,891.77,649.35,119.65,3347.45,1123.95,3283.75,2478.05,8627.05,380.85
7,2205.1,808.6,5278.5,3076.45,1029.2,5392.05,7444.8,1596.0,138.8,935.5,192.03,4681.95,1240.1,323.4,1084.98,3540.75,1935.31,1255.45,1491.5,626.75,3105.2,481.3,2486.55,938.6,1498.8,1368.85,436.55,754.75,1745.45,3033.25,1524.1,10388.8,2413.72,242.75,195.9,211.15,1157.45,579.5,1355.4,1952.2,1179.35,901.49,651.05,120.05,3333.45,1138.15,3256.35,2489.35,8710.85,379.3
8,2211.35,812.25,5275.55,3098.15,1029.95,5442.55,7456.9,1594.6,139.6,938.0,192.05,4676.6,1243.95,331.8,1089.95,3579.3,1938.39,1260.2,1500.0,626.9,3115.2,482.45,2491.55,942.35,1502.1,1388.2,438.45,756.55,1752.5,3052.0,1526.25,10431.4,2428.33,244.55,196.75,212.0,1165.33,581.3,1358.85,1963.25,1180.6,904.06,653.55,120.85,3357.3,1142.15,3280.6,2494.25,8711.1,382.45
9,2213.65,809.85,5220.65,3085.6,1025.35,5425.2,7360.85,1585.2,143.4,935.0,193.55,4696.35,1240.55,349.35,1083.97,3645.4,1921.21,1261.0,1488.8,621.05,3118.8,487.5,2478.15,934.45,1509.6,1373.55,436.0,761.1,1748.2,3048.5,1540.25,10398.4,2408.58,245.7,195.8,212.3,1157.3,581.35,1328.35,1967.8,1177.8,905.3,653.25,121.0,3331.55,1131.35,3264.75,2559.05,8677.4,381.65
10,2225.4,810.75,5224.95,3116.2,1041.35,5536.7,7224.3,1587.05,143.05,950.0,196.28,4710.8,1241.75,350.6,1083.99,3848.3,1936.25,1276.65,1504.4,636.15,3177.85,505.4,2486.4,941.1,1493.95,1410.5,441.95,772.85,1769.5,3064.95,1544.15,10456.0,2417.41,247.3,199.5,210.15,1178.22,584.7,1357.1,2035.75,1180.9,918.19,671.55,124.05,3404.3,1173.75,3295.95,2553.15,8766.9,391.65
11,2205.9,813.6,5338.75,3130.3,1026.35,5550.9,7362.45,1620.65,142.6,949.55,199.33,4702.1,1234.8,345.8,1108.85,3836.75,1934.91,1311.05,1508.35,634.95,3280.05,504.3,2491.2,936.0,1498.65,1444.9,438.65,769.15,1772.85,3051.15,1569.5,10484.5,2408.29,252.35,201.8,207.2,1180.35,584.65,1359.95,2035.75,1189.55,908.75,680.4,124.7,3497.85,1207.2,3335.95,2544.7,8775.05,397.1
12,2208.8,810.05,5478.95,3168.9,994.35,5631.5,7221.0,1615.9,146.1,947.3,195.13,4718.3,1249.4,345.25,1122.31,3865.3,1962.75,1309.15,1505.1,651.8,3334.75,497.75,2528.8,921.85,1498.45,1437.55,439.25,768.8,1764.6,3109.0,1584.55,10523.5,2437.31,251.6,196.35,209.5,1177.78,563.05,1413.95,1994.8,1194.6,919.42,681.55,125.2,3502.45,1202.75,3338.85,2576.4,8790.95,395.4
13,2149.85,803.6,5473.95,3140.35,988.7,5650.15,7068.6,1593.8,143.85,961.4,196.0,4712.0,1247.1,347.75,1120.83,3846.45,1964.49,1325.4,1505.2,652.4,3346.35,497.3,2506.45,921.45,1504.8,1436.6,436.8,761.85,1770.55,3088.8,1552.2,10566.2,2430.26,251.05,197.85,209.3,1174.68,563.75,1385.3,1988.95,1188.0,919.42,674.3,124.35,3519.6,1211.8,3345.85,2622.75,8661.5,400.2
14,2196.65,801.35,5466.8,3133.25,991.8,5685.95,7103.15,1610.4,142.85,970.85,194.0,4699.75,1253.25,334.2,1129.29,3844.2,1969.62,1326.6,1517.95,667.9,3376.5,506.85,2505.25,926.1,1502.05,1439.0,436.25,775.8,1767.2,3074.85,1559.75,10535.2,2437.34,250.0,191.2,208.95,1189.45,561.5,1423.65,1999.85,1201.4,916.31,681.7,126.25,3510.2,1204.5,3394.45,2613.75,8708.35,400.65
15,2172.65,791.9,5532.0,3133.0,998.1,5751.55,7128.35,1623.9,141.85,969.75,201.05,4694.2,1271.5,332.15,1132.91,3833.8,1966.28,1329.7,1512.55,668.5,3413.6,500.25,2521.9,922.75,1470.4,1457.8,439.7,768.45,1745.65,3082.3,1543.45,10494.5,2435.08,253.65,191.0,211.6,1194.1,558.95,1430.1,1977.1,1204.1,916.85,681.2,126.1,3530.15,1215.4,3429.85,2627.15,8759.9,400.25
16,2175.25,793.1,5493.95,3122.95,999.05,5925.25,7073.65,1623.95,139.35,976.65,205.65,4705.8,1170.65,334.45,1128.93,3883.8,1949.15,1329.0,1521.3,665.0,3568.0,501.95,2519.9,923.0,1486.1,1449.25,440.35,775.55,1739.3,3045.65,1545.85,10488.5,2439.33,252.75,190.65,210.9,1197.75,559.95,1410.95,1974.85,1198.8,921.55,679.95,126.7,3508.25,1210.9,3408.4,2655.05,8605.25,402.5
17,2225.45,795.55,5401.3,3136.15,1008.5,5930.3,7020.8,1617.25,140.35,973.15,205.3,4644.15,1198.65,332.8,1129.23,3849.05,1941.68,1309.15,1532.1,668.0,3548.6,507.8,2515.2,929.4,1476.2,1437.4,437.8,782.05,1744.0,3054.25,1553.2,10515.7,2413.9,253.9,188.85,210.45,1196.95,560.35,1409.7,1947.5,1195.45,915.52,673.7,125.95,3457.1,1197.85,3396.95,2649.7,8556.2,396.0
18,2423.5,837.7,5366.8,3148.35,1021.15,5998.15,7127.55,1654.4,141.3,984.9,212.25,4713.45,1192.3,341.95,1135.16,3826.7,1968.08,1316.65,1528.65,673.3,3622.0,515.6,2510.55,925.5,1477.55,1442.7,435.25,782.35,1742.25,3050.0,1566.05,10537.5,2421.86,257.55,193.95,210.2,1197.2,564.45,1412.45,1965.7,1191.35,920.41,697.5,126.85,3470.15,1202.4,3442.4,2671.75,8726.5,396.85
19,2396.6,835.55,5421.95,3148.35,1060.15,6069.95,7130.1,1653.5,141.0,995.4,214.33,4803.65,1201.55,342.35,1143.07,3812.25,1995.32,1333.95,1559.15,675.65,3746.9,517.45,2525.05,939.6,1483.55,1459.6,437.2,793.25,1753.45,3083.75,1619.1,10599.2,2406.75,258.4,192.0,211.05,1200.35,568.6,1407.85,1974.35,1202.2,922.09,712.35,127.75,3513.75,1221.7,3429.3,2676.4,8732.75,406.25
20,2358.55,825.5,5528.95,3119.9,1074.25,6090.55,7121.9,1673.5,145.9,1014.7,217.85,4852.65,1212.3,342.15,1157.63,3896.9,1997.51,1340.9,1558.8,690.75,3819.05,515.65,2545.55,934.95,1466.1,1455.15,435.8,801.1,1755.45,3109.2,1647.75,10608.7,2423.61,261.3,194.95,208.95,1188.72,564.75,1435.25,2007.2,1225.85,929.2,706.4,127.9,3487.6,1220.95,3490.6,2787.0,9003.65,413.05
21,2362.7,827.8,5591.15,3173.4,1104.65,6046.05,7259.35,1685.95,147.45,1014.7,219.0,4970.75,1205.7,346.65,1149.88,3891.2,2008.07,1336.7,1555.4,682.15,3760.0,517.2,2563.65,946.7,1461.05,1452.3,449.8,810.8,1750.5,3190.65,1625.5,10585.7,2433.86,268.95,194.55,210.2,1197.15,571.75,1423.65,2003.25,1231.25,931.27,705.45,130.0,3511.65,1220.55,3489.5,2807.7,9033.85,407.65
22,2531.2,878.65,5622.55,3194.55,1125.6,6201.7,7407.65,1696.25,153.55,1032.9,230.75,4937.75,1216.5,354.7,1151.2,4180.35,2044.82,1337.95,1609.4,674.95,3797.1,519.25,2602.3,991.2,1514.65,1464.35,454.05,819.6,1818.55,3313.55,1656.85,10599.5,2440.28,274.8,202.05,212.9,1210.1,594.7,1454.0,2094.45,1231.15,935.03,705.6,131.0,3512.45,1223.9,3488.4,2816.85,9317.75,407.45
23,2959.35,1013.1,5580.2,3226.25,1132.45,6140.1,7349.8,1692.7,152.0,1031.1,236.1,4948.4,1224.45,355.55,1155.29,4136.5,2064.14,1317.55,1623.7,672.75,3806.75,520.65,2563.25,1013.45,1506.6,1453.95,451.75,821.7,1828.45,3315.45,1686.05,10721.9,2460.89,285.45,202.05,222.3,1218.88,608.25,1460.95,2069.95,1239.55,938.39,708.95,131.6,3531.6,1220.6,3545.3,2874.75,9329.75,404.35
24,2883.95,1017.95,5543.1,3252.55,1120.5,6069.95,7427.1,1700.35,156.15,1024.45,236.43,5003.15,1205.2,352.15,1146.07,4047.0,2049.6,1329.55,1627.8,677.35,3761.05,523.0,2567.65,1003.25,1501.6,1474.3,463.25,824.7,1821.4,3392.3,1702.4,10625.8,2496.85,281.1,201.95,224.4,1230.55,608.45,1450.7,2055.7,1240.35,940.02,722.45,131.85,3604.1,1225.2,3546.9,2867.85,9213.0,418.75
25,2887.15,1039.65,5461.4,3251.8,1117.85,6093.6,7391.2,1704.05,160.35,1000.0,237.35,5016.0,1222.8,351.95,1157.02,4091.0,2073.51,1328.0,1630.45,678.3,3772.65,516.05,2518.25,999.0,1504.75,1465.9,458.1,819.15,1826.85,3355.6,1692.65,10696.7,2497.52,283.8,198.9,230.0,1228.53,611.7,1455.75,2034.8,1239.3,945.15,721.95,130.0,3614.9,1223.25,3585.4,2845.2,9354.55,418.25
26,2822.15,1022.95,5555.35,3232.0,1131.2,6075.7,7307.6,1710.15,158.75,1000.25,235.23,4942.2,1219.1,351.0,1152.78,4055.0,2061.85,1364.1,1653.2,671.25,3715.75,520.35,2522.3,1010.85,1508.95,1491.15,449.15,839.35,1838.45,3378.45,1668.55,10618.5,2478.96,285.05,195.95,228.6,1227.88,614.15,1465.2,2031.6,1235.8,934.98,714.55,129.2,3626.7,1225.3,3634.65,2841.3,9413.55,422.6
27,2855.8,1031.9,5547.35,3233.0,1116.5,6138.4,7292.75,1702.8,161.25,1000.85,232.75,4944.15,1202.3,353.65,1094.7,4025.65,2075.8,1375.3,1651.0,672.5,3704.65,522.4,2503.65,1017.1,1521.85,1488.5,452.45,845.1,1844.05,3385.8,1652.2,10541.8,2504.34,287.3,197.8,230.95,1229.68,614.25,1460.6,2047.1,1241.4,938.78,720.8,130.05,3642.9,1233.3,3630.5,2881.4,9670.9,420.6
28,2857.65,1041.95,5428.95,3224.75,1131.0,6254.2,7314.55,1706.75,160.8,995.25,223.78,4903.05,1198.65,347.5,1108.07,3951.75,2072.51,1375.3,1634.6,707.35,3747.15,527.45,2502.75,1015.7,1497.0,1476.05,453.1,853.85,1824.35,3342.4,1635.4,10338.4,2494.72,283.4,195.4,231.35,1212.03,612.4,1481.45,1995.25,1218.0,937.1,715.4,130.1,3672.1,1226.15,3571.4,2883.55,9863.5,422.2
29,2875.05,1063.5,5426.75,3243.65,1114.85,6316.1,7258.0,1684.55,162.85,999.9,223.75,4919.3,1216.5,345.2,1119.73,4032.75,2075.7,1369.2,1630.9,698.2,3863.3,532.85,2511.9,1013.9,1506.9,1449.0,455.65,851.4,1826.2,3399.8,1666.15,10380.0,2504.44,294.05,193.15,236.95,1216.97,619.85,1466.8,1995.3,1233.1,945.55,720.3,131.4,3593.55,1216.1,3602.35,2963.45,9739.15,419.65
30,2894.05,1074.7,5515.9,3241.35,1120.45,6334.85,7474.2,1730.95,164.0,1005.2,222.85,4946.65,1204.65,347.6,1114.67,4086.15,2095.57,1414.6,1650.15,684.55,3883.65,543.1,2516.35,1033.65,1551.7,1501.45,460.1,847.4,1853.85,3433.1,1703.55,10353.2,2479.33,295.4,195.95,232.1,1232.08,623.65,1469.85,2118.3,1231.3,938.78,719.75,132.0,3667.25,1264.7,3591.4,2984.75,9963.3,434.4
31,2991.8,1078.55,5551.2,3313.9,1120.35,6275.2,7515.05,1733.15,169.05,992.55,224.5,4913.9,1207.1,350.0,1117.89,4059.9,2119.27,1491.3,1656.55,673.1,3896.55,557.25,2522.9,1037.4,1570.8,1578.4,458.2,867.2,1850.6,3488.0,1724.95,10286.4,2436.64,305.1,201.05,237.35,1247.8,648.25,1452.5,2077.7,1235.75,942.98,732.4,136.45,3861.0,1306.1,3600.55,2989.75,10029.5,446.55
32,2980.6,1094.3,5498.65,3332.05,1111.35,6465.7,7587.6,1724.6,172.7,990.25,223.63,4879.5,1216.8,347.65,1118.21,4085.5,2101.4,1504.3,1655.7,672.25,3889.75,566.4,2535.5,1021.45,1556.35,1564.35,451.65,854.9,1846.95,3491.6,1710.8,10319.6,2435.43,303.2,199.0,231.85,1260.5,648.5,1446.95,2048.0,1252.75,938.04,730.8,136.6,3859.2,1291.75,3619.6,2971.45,9970.35,445.25
33,2941.25,1074.0,5555.5,3336.05,1120.25,6419.0,7632.65,1709.75,173.05,988.45,224.88,4911.25,1237.1,366.95,1127.49,4039.65,2109.86,1488.3,1652.9,666.05,3821.85,564.85,2560.7,1015.45,1566.55,1558.3,456.1,858.7,1846.55,3498.95,1699.35,10233.6,2548.97,309.65,200.3,233.55,1279.05,655.4,1424.55,2059.55,1244.95,954.29,728.95,135.4,3816.2,1281.45,3610.45,3000.8,10017.1,438.7
34,2783.85,1012.15,5402.2,3297.15,1110.25,6364.45,7493.95,1680.9,167.25,971.55,219.73,4954.95,1236.2,352.15,1115.83,3912.4,2055.38,1439.95,1657.0,644.1,3815.5,548.2,2557.5,1006.65,1556.15,1536.4,451.0,842.25,1826.5,3418.5,1646.95,10081.2,2509.77,297.65,203.2,227.15,1263.58,636.45,1409.25,1998.75,1232.15,964.31,705.25,129.75,3780.05,1248.6,3554.1,2948.95,9887.45,431.95
35,2799.75,1018.95,5475.85,3302.95,1095.4,6246.35,7367.15,1666.85,170.65,977.9,224.78,5059.6,1221.85,355.5,1110.9,3957.95,2077.34,1422.05,1686.7,644.2,3850.15,556.25,2553.2,1004.4,1570.0,1536.0,451.45,841.9,1852.7,3424.15,1633.85,10012.8,2511.58,301.95,202.65,232.35,1281.28,643.75,1403.75,2016.85,1233.5,967.28,708.85,131.0,3787.5,1250.1,3580.0,2955.2,9954.45,434.0
36,2808.35,1027.5,5541.4,3341.3,1088.3,6372.1,7295.3,1672.05,174.8,989.55,223.33,5161.1,1235.6,363.25,1125.54,4006.05,2038.1,1462.7,1670.85,639.85,3935.7,570.45,2575.6,994.3,1562.35,1562.9,455.2,855.3,1860.5,3477.95,1634.25,10217.2,2536.84,302.8,203.95,231.75,1282.53,636.75,1394.3,2055.45,1243.65,980.61,724.7,133.55,3824.0,1275.15,3627.35,2965.5,9969.0,462.65
37,2865.45,1028.75,5633.15,3383.35,1094.25,6464.55,7162.3,1645.3,181.95,999.85,225.8,5235.95,1244.95,366.05,1126.43,4040.4,2061.35,1458.15,1682.45,638.0,4067.45,579.85,2584.75,995.1,1570.8,1543.95,456.45,852.3,1886.85,3490.05,1662.25,10270.7,2556.21,309.6,207.35,233.35,1289.03,638.05,1395.3,2035.75,1247.5,994.98,719.55,135.2,3795.55,1282.0,3656.7,2970.0,10018.7,470.1
38,2843.35,1024.4,5687.45,3404.45,1106.35,6709.65,7232.8,1669.45,180.2,1021.2,227.35,5216.8,1239.75,365.6,1142.9,4120.0,2116.39,1472.05,1703.3,643.8,4064.3,605.6,2608.3,1002.25,1597.45,1567.1,457.1,875.9,1902.35,3544.0,1687.95,10288.5,2572.04,306.05,205.55,234.05,1293.43,648.55,1421.35,2049.9,1252.45,1014.14,740.9,137.2,3811.2,1280.15,3689.25,3010.75,10436.1,470.95
39,2809.9,1016.95,5760.5,3397.25,1107.85,6703.3,7258.65,1681.2,182.7,1036.7,232.9,5282.0,1260.8,380.95,1171.71,4091.9,2131.48,1472.45,1705.25,648.1,4173.25,614.3,2633.8,1005.9,1610.55,1562.65,464.1,880.8,1921.35,3518.05,1734.45,10271.6,2624.99,313.9,208.3,239.1,1302.78,651.4,1435.3,2045.65,1262.15,1028.22,753.9,138.15,3799.9,1285.95,3715.1,3026.0,10426.3,469.45
40,2848.95,1024.35,5704.1,3402.4,1102.3,6797.25,7327.75,1685.8,184.2,1032.2,225.33,5338.45,1246.3,376.0,1159.58,4143.5,2126.35,1466.1,1709.25,646.7,4139.55,614.85,2663.95,996.6,1598.95,1542.9,462.1,880.25,1908.1,3526.0,1729.4,10302.3,2658.03,311.15,205.05,237.2,1292.47,642.05,1432.6,2053.3,1259.45,1073.46,779.95,139.6,3793.4,1272.65,3675.45,3054.95,10503.0,471.3
41,2917.2,1047.85,5750.05,3396.1,1097.7,6701.1,7299.05,1676.4,184.95,1013.05,226.03,5319.8,1251.0,381.8,1164.33,4038.35,2118.88,1483.75,1698.1,648.7,4118.55,610.4,2654.75,999.4,1598.85,1551.35,468.05,877.6,1909.15,3525.45,1703.3,10283.3,2737.24,309.75,205.35,238.25,1295.13,641.35,1432.1,2048.85,1260.25,1066.84,790.6,139.85,3811.1,1297.15,3677.15,3002.1,10464.0,477.15
42,2932.4,1078.4,5746.35,3391.35,1093.25,6665.05,7430.05,1686.2,182.15,1021.7,228.13,5288.85,1281.55,392.65,1185.36,3892.5,2093.13,1469.55,1699.1,645.5,4088.2,617.0,2613.8,982.25,1575.6,1534.4,470.35,870.2,1865.05,3438.1,1656.2,10197.8,2722.31,306.0,207.05,237.85,1305.85,639.45,1437.65,2030.05,1296.2,1084.27,784.4,139.6,3783.2,1278.1,3698.25,2995.2,10204.7,469.2
43,3003.0,1094.25,5768.3,3373.6,1098.6,6986.5,7384.8,1677.65,182.35,1035.2,230.53,5253.8,1300.15,384.55,1186.38,3887.6,2063.99,1437.75,1672.9,637.2,3989.85,593.05,2606.55,984.05,1601.15,1490.0,477.25,837.65,1865.9,3440.35,1655.25,10077.7,2663.52,306.2,208.25,237.05,1291.65,643.45,1422.7,2090.05,1298.6,1071.63,781.45,135.35,3691.75,1244.2,3693.05,3058.35,10111.5,455.9
44,2998.3,1123.2,5762.2,3379.95,1123.4,6922.15,7705.55,1701.95,186.9,1047.9,226.33,5361.3,1296.65,384.75,1168.44,3861.0,2062.0,1419.95,1690.85,647.95,3946.95,590.5,2592.55,987.15,1648.55,1512.7,476.4,837.1,1863.6,3458.7,1641.7,10015.3,2711.64,317.1,214.65,241.45,1298.33,642.75,1431.6,2148.15,1312.95,1111.73,795.75,134.25,3666.8,1247.5,3719.7,3067.85,10014.8,452.4
45,3006.6,1154.25,5754.25,3355.55,1136.95,6978.5,7711.15,1709.5,185.95,1046.6,226.55,5272.35,1286.9,384.25,1167.13,3877.05,2071.27,1432.8,1682.2,646.75,3990.3,587.0,2620.05,993.7,1643.2,1532.55,473.95,829.4,1847.6,3521.9,1642.0,10017.0,2666.4,314.95,216.45,241.25,1303.85,641.95,1454.15,2172.4,1300.2,1109.16,790.95,133.65,3737.9,1248.3,3712.55,3065.55,10016.0,456.6
46,2963.5,1168.85,5682.0,3298.4,1122.0,6983.85,7736.0,1696.35,183.6,1049.05,227.5,5177.35,1271.75,380.4,1152.27,3884.25,2059.51,1447.9,1663.45,645.85,4009.5,577.65,2578.25,982.0,1627.1,1522.8,465.5,821.95,1826.1,3501.1,1616.15,9946.7,2619.3,316.45,217.95,242.35,1293.68,627.0,1421.05,2196.35,1305.3,1091.38,789.1,132.0,3678.3,1228.95,3706.05,3044.55,9934.5,450.35
47,3014.6,1197.1,5797.65,3267.5,1116.55,7093.9,7725.45,1682.45,184.65,1064.5,229.98,5122.4,1289.35,385.35,1149.96,3870.45,2055.88,1460.4,1650.5,640.9,4112.5,575.95,2579.75,979.75,1625.1,1529.3,464.55,821.4,1826.65,3555.95,1629.9,10024.1,2592.6,319.75,216.65,242.3,1290.25,625.4,1449.35,2167.85,1324.0,1098.0,799.8,133.65,3689.9,1235.65,3694.0,3115.45,9899.1,450.75
48,3098.2,1214.35,5800.9,3286.85,1107.0,7053.75,7680.55,1671.85,185.6,1062.7,225.63,5086.65,1329.2,382.05,1157.44,3842.55,2068.55,1492.1,1655.95,644.95,4138.05,580.05,2577.4,993.05,1640.15,1519.9,463.3,829.8,1820.8,3545.5,1632.8,10010.2,2578.1,313.35,212.1,239.15,1325.05,621.75,1451.45,2150.0,1324.85,1100.27,808.45,134.1,3713.05,1240.9,3714.45,3173.6,9776.2,453.6
